Dates	Title	Start Time	End Time	Location
09/02/2024	フロイドの挑戦状　―　第1号 (Freud's challenge – Vol. 1)	8:00	23:00	News Building
09/02/2024	マイクロ・マシンズ (Micro Machines)	11:00	23:00	Stadium
09/02/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
09/02/2024	スファミテストカセットD (Super Famicom Test Cartridge D)	8:00	23:00	Robot Tower
09/03/2024	パネルでポン　’９８イベント版 (Panel de Pon: '98 Event Version)	8:00	11:00	Broadcast Station
09/03/2024	F-ZERO	11:00	14:00	Broadcast Station
09/03/2024	カービィのおもちゃ箱：　野球 (Kirby's Toybox: Baseball)	14:00	17:00	Broadcast Station
09/03/2024	テトリス 【小売版】 (Tetris [Retail Ver.])	17:00	20:00	Broadcast Station
09/03/2024	ゼルダの伝説：神々のトライフォース (Legend of Zelda: Triforce of the Gods)	20:00	23:00	Broadcast Station
09/03/2024	フロイドの挑戦状　―　第2号 (Freud's challenge – Vol. 2)	8:00	23:00	News Building
09/03/2024	F-1ポールポジション (F-1 Pole Position)	11:00	23:00	Stadium
09/03/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/03/2024	エキサイトバイク：ブンブンマリオバトル【SLなし】 (Excitebike: Mario VS. Stadium [Without SoundLink])	8:00	23:00	Telephone Booth
09/03/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/04/2024	マリオペイントBS版 (BS Mario Paint)	8:00	11:00	Broadcast Station
09/04/2024	シム蟻 (SimAnt)	11:00	14:00	Broadcast Station
09/04/2024	スーパー忍者君 (Super Ninja Kun)	14:00	17:00	Broadcast Station
09/04/2024	バウンティー・ソード BS版 (BS Bounty Sword)	17:00	20:00	Broadcast Station
09/04/2024	シュアーインスティンクト (Sure Instinct)	20:00	23:00	Broadcast Station
09/04/2024	デジタルマガジンバスターズ　５月１０日号 (Digital Magazine Busters 5/10 Edition)	8:00	23:00	News Building
09/04/2024	ジョージフォーマンのK.O.ボクシング (George Foreman's K.O. Boxing)	11:00	23:00	Stadium
09/04/2024	ウィザードリィⅤ：災渦の中心 (Wizardry V: Heart of the Maelstrom)	8:00	20:00	Bagpotamia Temple
09/04/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/04/2024	Keep SNES Alive!!	8:00	23:00	Robot Tower
09/04/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/05/2024	ダイナマイ・トレーサー (Dynami Tracer [EN])	8:00	14:00	Broadcast Station
09/05/2024	すってはっくん (Sutte Hakkun)	14:00	20:00	Broadcast Station
09/05/2024	アーケードのベストゲーム：ATARIのコレクション　第1号 (Arcade's Greatest Hits: Atari Collection Vol. 1)	20:00	23:00	Broadcast Station
09/05/2024	ＢＳニンテンドーＨＰ　【５月３１】 (BS Nintendo HP [5/31])	8:00	23:00	News Building
09/05/2024	スーパーベーセズローデド (Super Bases Loaded)	11:00	23:00	Stadium
09/05/2024	ラグーン (Lagoon)	8:00	20:00	Bagpotamia Temple
09/05/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/05/2024	ワイワイチェック　【１１月２２】 (WaiWai Check [11/22] [EN])	8:00	23:00	Telephone Booth
09/05/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/06/2024	スーパー倉庫番 (Super Sōkoban)	8:00	11:00	Broadcast Station
09/06/2024	タモリのピクロス 【６月３】 (Tamori no Picross [6/3])	11:00	14:00	Broadcast Station
09/06/2024	カービィのおもちゃ箱：　キャノンボール (Kirby's Toybox: Cannon Ball)	14:00	17:00	Broadcast Station
09/06/2024	ヨッシーのパネポン　【１月２】 (Yoshi's Tetris Attack [1/2])	17:00	20:00	Broadcast Station
09/06/2024	超兄貴：爆裂乱闘編 (Chou Aniki: Explosive Brawler Edition)	20:00	23:00	Broadcast Station
09/06/2024	チープｄｅゴージャス　４号 (Cheap de Gorgeous Vol. 4)	8:00	23:00	News Building
09/06/2024	チャンピオンシップ・プール (Championship Pool)	11:00	23:00	Stadium
09/06/2024	ソールブレーダー (Soul Blazer)	8:00	20:00	Bagpotamia Temple
09/06/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/06/2024	美少女戦士セーラームーンＳｕｐｅｒＳ：フワフワパニック (Sailor Moon SuperS: FuwaFuwa Panic)	8:00	23:00	Telephone Booth
09/06/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/07/2024	あらいぐまラスカル (Araiguma Rascal)	8:00	11:00	Broadcast Station
09/07/2024	スーパーボンバーマン (Super Bomberman [EN])	11:00	14:00	Broadcast Station
09/07/2024	スーパーぷよぷよ (Super Puyo Puyo)	14:00	17:00	Broadcast Station
09/07/2024	ＢＳクオンパＳＦＣ　【５月３１】 (Cu-On-Pa SFC [5/31])	17:00	20:00	Broadcast Station
09/07/2024	レミングス (Lemmings)	20:00	23:00	Broadcast Station
09/07/2024	３時のWIDE賞　5月号　(3:00 Wide award May Ed.)	8:00	23:00	News Building
09/07/2024	バトルサッカー：フィールドの覇者 (Battle Soccer: Champions of the Field)	11:00	23:00	Stadium
09/07/2024	ウルティマ外伝：黒木氏の陰謀 (Ultima II: Runes of Virtue [EN])	8:00	20:00	Bagpotamia Temple
09/07/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/07/2024	シュアーインスティンクト (Sure Instinct)	8:00	23:00	Robot Tower
09/07/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/08/2024	Teenage Mutant Ninja Turtles: Turtles In Time	8:00	11:00	Broadcast Station
09/08/2024	運だけ３０さめがめ大作戦：マリオ版 (Only by luck 30: SameGame Grand Strategy – Mario Version)	11:00	14:00	Broadcast Station
09/08/2024	がんばれゴエモン (The Legend of the Mystical Ninja)	14:00	17:00	Broadcast Station
09/08/2024	Ｚｏｏっと麻雀 (Mahjohng with the Zoo)	17:00	20:00	Broadcast Station
09/08/2024	ロードモナーク (Lord Monarch)	20:00	23:00	Broadcast Station
09/08/2024	コロンボの卵焼き　２号 (Columbus's Fried Eggs #2)	8:00	23:00	News Building
09/08/2024	ゴルフ大好き！Ｏ．Ｂ．倶楽部 (I love golf! O.B. Club)	11:00	23:00	Stadium
09/08/2024	アルベルト・オデッセイ (Albert Odyssey)	8:00	20:00	Bagpotamia Temple
09/08/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/08/2024	マリオは行方不明だよ！(Mario is Missing!)	8:00	23:00	Telephone Booth
09/08/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/09/2024	ドクター・マリオ (Dr. Mario)	8:00	14:00	Broadcast Station
09/09/2024	ワリオの森：爆笑版 (Wario's Woods: Explosive Laughter Version)	14:00	20:00	Broadcast Station
09/09/2024	火星からのバイカーネズミ (Biker Mice from Mars)	20:00	23:00	Broadcast Station
09/09/2024	Ｂ　ＤＡＳＨ　【２月号】 (B DASH: February Edition)	8:00	23:00	News Building
09/09/2024	NＥＷ　３Ｄ　ＧＯＬＦ　ＳＩＭＵＬＡＴＩＯＮ：ワイアラエの奇跡 (New 3D Golf Simulation: Waialae's Miracle)	11:00	23:00	Stadium
09/09/2024	アクトレーザー (Actraiser)	8:00	20:00	Bagpotamia Temple
09/09/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/09/2024	キャメルトリ (Cameltry)	8:00	23:00	Telephone Booth
09/09/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/10/2024	トップギア (Top Gear)	8:00	11:00	Broadcast Station
09/10/2024	モノポリー２：赤カップ	11:00	14:00	Broadcast Station
09/10/2024	スーパーファミコンウォーズ　ＢＳ版「ハゴロモジマ」 (BS Super Famicom Wars: Hagorojima)	14:00	17:00	Broadcast Station
09/10/2024	エアー・ストライク・パトロール ～Ａ．Ｓ．Ｐ．～ (A.S.P.: Air Strike Patrol)	17:00	20:00	Broadcast Station
09/10/2024	ＲＰＧツクール２：コケコッコッコー (RPG Tkool2: Cock-A-Doodle-Do)	20:00	23:00	Broadcast Station
09/10/2024	操作戦隊ワッパーズ　１号 (Sousa Sentai Wappers #1)	8:00	23:00	News Building
09/10/2024	スーパーファイヤープロレスリング (Super Fire Pro Wrestling)	11:00	23:00	Stadium
09/10/2024	ドラッケン (Drakkhen)	8:00	20:00	Bagpotamia Temple
09/10/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/10/2024	パックアタック (Pac-Attack)	8:00	23:00	Telephone Booth
09/10/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/11/2024	牧場物語　【表示版】 (Harvest Moon [Demo])	8:00	11:00	Broadcast Station
09/11/2024	ザ・ファイヤーメン (The Firemen)	11:00	14:00	Broadcast Station
09/11/2024	カービィのおもちゃ箱：　ピンボール (Kirby's Toybox: Pinball)	14:00	17:00	Broadcast Station
09/11/2024	Ｑバート３ (Q*Bert 3)	17:00	20:00	Broadcast Station
09/11/2024	フェースボール２０００ (Faceball 2000)	20:00	23:00	Broadcast Station
09/11/2024	ＢＳニンテンドーＨＰ　【５月１７】 (BS Nintendo HP [5/17])	8:00	23:00	News Building
09/11/2024	スーパーフォーメーションサッカー (Super Formation Soccer)	11:00	23:00	Stadium
09/11/2024	ウルティマⅦ：黒い門 (Ultima VII: The Black Gate)	8:00	20:00	Bagpotamia Temple
09/11/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/11/2024	スーパー麻雀大海 (Super Mahjong Taikai)	8:00	23:00	Telephone Booth
09/11/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/12/2024	ワイワイチェック　【１１月２２】 (WaiWai Check [11/22] [EN])	8:00	11:00	Broadcast Station
09/12/2024	超兄貴：爆裂乱闘編 (Chou Aniki: Explosive Brawler Edition)	11:00	14:00	Broadcast Station
09/12/2024	ハイパーゾーン (Hyperzone)	14:00	17:00	Broadcast Station
09/12/2024	怒りの要塞 (Operation Logic Bomb)	17:00	20:00	Broadcast Station
09/12/2024	改造超人シュビビンマン０ (Cyber Citizen Shockman 0)	20:00	23:00	Broadcast Station
09/12/2024	フロイドの挑戦状　―　第1号 (Freud's challenge – Vol. 1)	8:00	23:00	News Building
09/12/2024	スペシャル・ティー・ショット (Special Tee Shot)	11:00	23:00	Stadium
09/12/2024	ＪＥＷＥＬ　ＯＦ　ＬＩＶＥ	8:00	20:00	Bagpotamia Temple
09/12/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/12/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/13/2024	奇々怪界：謎の黒マント (Pocky & Rocky)	8:00	11:00	Broadcast Station
09/13/2024	ドキドキペンギン加須 (DokiDoki Penguin Kazo)	11:00	14:00	Broadcast Station
09/13/2024	がんばれゴエモン (The Legend of the Mystical Ninja)	14:00	17:00	Broadcast Station
09/13/2024	ニュー・ヤッターマン (New Tatterman)	17:00	20:00	Broadcast Station
09/13/2024	釣太郎 (Tsuri Taro)	20:00	23:00	Broadcast Station
09/13/2024	フロイドの挑戦状　―　第4号 (Freud's challenge – Vol. 4)	8:00	23:00	News Building
09/13/2024	スーパーボレーⅡ (Super Volley II)	11:00	23:00	Stadium
09/13/2024	決戦！ドカポン王国Ⅳ：伝説の勇者たち (Decisive Battle! Dokapon Kingdom IV: Legendary Heroes)	8:00	20:00	Bagpotamia Temple
09/13/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/13/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/13/2024	ワイルドスネーク (Wild Snakes)	8:00	23:00	Telephone Booth
09/14/2024	ディノランドにまた (SMW Hack: Again in Dinosaur Land)	8:00	11:00	Broadcast Station
09/14/2024	キッドクラウンのクレージーチェース (Kid Klown in Crazy Chase)	11:00	14:00	Broadcast Station
09/14/2024	あらいぐまラスカル (Araiguma Rascal)	14:00	17:00	Broadcast Station
09/14/2024	デザエモンBSX (Dezaemon BS-X)	17:00	20:00	Broadcast Station
09/14/2024	ピコピコパイレーツ (Pico Pico Pirates!)	20:00	23:00	Broadcast Station
09/14/2024	だんだんベルトコンベヤー	8:00	23:00	News Building
09/14/2024	ＣＡＰＣＯＭよりＭＶＰフットボール (Capcom's MVP Football)	11:00	23:00	Stadium
09/14/2024	アルカナ (Arcana)	8:00	20:00	Bagpotamia Temple
09/14/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/14/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/15/2024	ＢＳテトリス (BS Tetris)	8:00	14:00	Broadcast Station
09/15/2024	ゼルダの伝説：神々のトライフォース (Legend of Zelda: Triforce of the Gods)	14:00	20:00	Broadcast Station
09/15/2024	ヨッシーのパネポン　【７月５】 (Yoshi's Tetris Attack [7/5])	20:00	23:00	Broadcast Station
09/15/2024	ゲーム虎の大穴スペシャル　【３月３０】 (Game Tora – Big Cave Special [3/30])	8:00	23:00	News Building
09/15/2024	ファイティング野球 (Fighting Baseball)	11:00	23:00	Stadium
09/15/2024	ダイナマイ・トレーサー (Dynami Tracer [EN])	8:00	20:00	Bagpotamia Temple
09/15/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/15/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/15/2024	ＢＳドッティ・フラワーズ (BS Dottie Flowers)	8:00	23:00	Robot Tower
09/16/2024	ＢＳクオンパＳＦＣ　【６月１５】 (Cu-On-Pa SFC [6/15])	8:00	11:00	Broadcast Station
09/16/2024	ＢＳマリオペイント (BS Mario Paint)	11:00	14:00	Broadcast Station
09/16/2024	スーパーなぞぷよ：ルルエのルー (Super Nazo Puyo: Rulue of Roux)	14:00	17:00	Broadcast Station
09/16/2024	ドクター・マリオ (Dr. Mario)	17:00	20:00	Broadcast Station
09/16/2024	ソニックブラストマン (Sonic Blast Man)	20:00	23:00	Broadcast Station
09/16/2024	グッズプレス　３月号 (GoodsPress Mar. Edition)	8:00	23:00	News Building
09/16/2024	スーパーベーセズローデド (Super Bases Loaded)	11:00	23:00	Stadium
09/16/2024	シャドウラン (Shadowrun)	8:00	20:00	Bagpotamia Temple
09/16/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/16/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/16/2024	ＧＳ美神：除霊市はナイスボディー (Ghost Sweeper Mikami: The Exorcist has a Nice Body)	8:00	23:00	Telephone Booth
09/17/2024	Ｆ－ＺＥＲＯ　ＧＰ２練習版 (F-ZERO Grand Prix 2: Practice Version)	8:00	11:00	Broadcast Station
09/17/2024	スーパーアレスタ (Super Aleste)	11:00	14:00	Broadcast Station
09/17/2024	ＢＳスーパーファミコンワーズ：ツキノワジマ (BS Super Famicom Wars: Tsukinowa-Jima)	14:00	17:00	Broadcast Station
09/17/2024	タモリのピクロス 【８月１３】 (Tamori no Picross [8/13])	17:00	20:00	Broadcast Station
09/17/2024	大爆笑人生劇場 (Daibakushou Jinsei Gekijou)	20:00	23:00	Broadcast Station
09/17/2024	３時のＷＩＤＥ賞　６月号　(3:00 Wide award June Ed.)	8:00	23:00	News Building
09/17/2024	チャンピオンシップ・プール (Championship Pool)	11:00	23:00	Stadium
09/17/2024	悪魔城ドラキュラ (Super Castlevania Ⅳ)	8:00	20:00	Bagpotamia Temple
09/17/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/17/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/17/2024	ジョーとマック (Joe & Mac)	8:00	23:00	Telephone Booth
09/18/2024	アルカノイド (Arkanoid – Doh it Again!)	8:00	14:00	Broadcast Station
09/18/2024	スーポー倉庫番 (Super Sōkoban)	14:00	20:00	Broadcast Station
09/18/2024	すってはっくん：’９８冬イベント版 (Sutte Hakkun: '98 Winter Event Version	20:00	23:00	Broadcast Station
09/18/2024	フロイドの挑戦状　―　第４号 (Freud's Challenge: #4)	8:00	23:00	News Building
09/18/2024	スーパーファイヤープロレスリング (Super Fire Pro Wrestling)	11:00	23:00	Stadium
09/18/2024	ソルスティスⅡ (Equinox)	8:00	20:00	Bagpotamia Temple
09/18/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/18/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/18/2024	シュアーインスティンクト (Sure Instinct)	8:00	23:00	Telephone Booth
09/19/2024	ＢＳテトリス (BS Tetris)	8:00	14:00	Broadcast Station
09/19/2024	ＢＳドクター・マリオ (Dr. Mario)	14:00	20:00	Broadcast Station
09/19/2024	ジョーとマック (Joe & Mac)	20:00	23:00	Broadcast Station
09/19/2024	ＢＳニンテンドーＨＰ　【５月１７】 (BS Nintendo HP [5/17])	8:00	23:00	News Building
09/19/2024	スーパースマッシュＴ．Ｖ． (Super Smash T.V.)	11:00	23:00	Stadium
09/19/2024	悪魔城ドラキュラ (Super Castlevania Ⅳ)	8:00	20:00	Bagpotamia Temple
09/19/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/19/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/19/2024	ソニック・ざ・ヘッジホッグ (Sonic The Hedgehog)	8:00	23:00	Telephone Booth
09/20/2024	放送エラー (BROADCAST ERROR)	8:00	11:00	Broadcast Station
09/20/2024	ザ・ファイヤーメン (The Firemen)	11:00	14:00	Broadcast Station
09/20/2024	クロノトリガー：ジェットバイクスペシャル (Chrono Trigger: Jet Bike Special)	14:00	17:00	Broadcast Station
09/20/2024	怒りの要塞 (Operation Logic Bomb)	17:00	20:00	Broadcast Station
09/20/2024	スーパー忍者君 (Super Ninja Kun)	20:00	23:00	Broadcast Station
09/20/2024	毎週ファミ通エクスプレス (Weekly Famitsu Express	8:00	23:00	News Building
09/20/2024	スペシャル・ティー・ショット (Special Tee Shot)	11:00	23:00	Stadium
09/20/2024	ドラッケン (Drakkhen)	8:00	20:00	Bagpotamia Temple
09/20/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/20/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/20/2024	ボーダーライン (Borderline)	8:00	23:00	Robot Tower
09/21/2024	上海：万里の長城 (Shanghai: The Great Wall)	8:00	11:00	Broadcast Tower
09/21/2024	ワイワイチェック [3/21] (WaiWai Check)	11:00	14:00	Broadcast Tower
09/21/2024	カービィのおもちゃ箱：　ピンボール (Kirby's Toybox: Pinball)	14:00	17:00	Broadcast Tower
09/21/2024	ヨッシーのパネポン：ＢＳ版 【1月2】 (BS Yoshi's Panepon [½])	17:00	20:00	Broadcast Tower
09/21/2024	クオンパＢＳ版 【６月１５】 (Cu-On-Pa BS Version [6/15])	20:00	23:00	Broadcast Tower
09/21/2024	ＢＳニンテンドーＨＰ 【2月21】 (Nintendo HP [2/21])	8:00	23:00	News Building
09/21/2024	スーパーフォーメーションサッカー (Super Formation Soccer)	11:00	23:00	Stadium
09/21/2024	ＲＰＧツクール２：コケコッコッコー (RPG Tkool2: Cock-A-Doodle-Do)	8:00	20:00	Bagpotamia Temple
09/21/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/21/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/21/2024	パネルでポン [1/11] (Panel de Pon)	8:00	23:00	Telephone Booth
09/22/2024	ブロック崩し (Block Kuzushi)	8:00	14:00	Broadcast Station
09/22/2024	マイクロマシン (Micro Machines)	14:00	20:00	Broadcast Station
09/22/2024	アーケードのベストゲーム：Ｗｉｌｌｉａｍｓのコレクション　第1号 (Arcade's Greatest Hits: Williams Collection Vol. 1)	20:00	23:00	Broadcast Station
09/22/2024	フロイドの挑戦状　―　第５号 (Freud's challenge – Vol. 5)	8:00	23:00	News Building
09/22/2024	ジョンマッデンフットボール (John Madden Football)	11:00	23:00	Stadium
09/22/2024	ファイナルファンタジーＵＳＡ：ミスチッククエスト (Final Fantasy USA: Mystic Quest)	8:00	20:00	Bagpotamia Temple
09/22/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/22/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/22/2024	クルード (Cluedo/Clue)	8:00	23:00	Telephone Booth
09/23/2024	放送エラー [BROADCAST ERROR]	8:00	11:00	Broadcast Tower
09/23/2024	ワリオとマリオ (Wario and Mario)	11:00	14:00	Broadcast Tower
09/23/2024	ミスパックマン (Ms. Pac-Man)	14:00	17:00	Broadcast Tower
09/23/2024	ワイルドガンズ (Wild Guns)	17:00	20:00	Broadcast Tower
09/23/2024	エアー・ストライク・パトロール ～Ａ．Ｓ．Ｐ．～ (A.S.P.: Air Strike Patrol)	20:00	23:00	Broadcast Tower
09/23/2024	Ｂ　ＤＡＳＨ　【３月号】 (B DASH: March Edition)	8:00	23:00	News Building
09/23/2024	スーパーピンボール (Super Pinball)	11:00	23:00	Stadium
09/23/2024	シャドウラン (Shadowrun)	8:00	20:00	Bagpotamia Temple
09/23/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/23/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/24/2024	シムシティ 【小売版】 (SimCity [Retail ver.])	8:00	11:00	Broadcast Tower
09/24/2024	ＶＳ．コレクション (VS. Collection)	11:00	14:00	Broadcast Tower
09/24/2024	スーパーボンバーマン (Super Bomberman [EN])	14:00	17:00	Broadcast Tower
09/24/2024	ヨッシーのクッキー (Yoshi's Cookie)	17:00	20:00	Broadcast Tower
09/24/2024	マリオのタイムマシン (Mario's Time Machine)	20:00	23:00	Broadcast Tower
09/24/2024	Ｂ　ＤＡＳＨ　【２月号】 (B DASH: February Edition)	8:00	23:00	News Building
09/24/2024	トップギア (Top Gear)	11:00	23:00	Stadium
09/24/2024	パッグジー (Puggsy)	8:00	20:00	Robot Tower
09/24/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/24/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/25/2024	モノポリー２：赤カップ (Monopoly 2: Red Cup)	8:00	11:00	Broadcast Tower
09/25/2024	レミングス (Lemmings)	11:00	14:00	Broadcast Tower
09/25/2024	ピコピコパイレーツ (Pico Pico Pirates!)	14:00	17:00	Broadcast Tower
09/25/2024	ダリアスフォース (Darius Force)	17:00	20:00	Broadcast Tower
09/25/2024	釣太郎 (Tsuri Tarō)	20:00	23:00	Broadcast Tower
09/25/2024	ゲーム虎の大穴スペシャル　【３月３０】 (Game Tora – Big Cave Special [3/30])	8:00	23:00	News Building
09/25/2024	ゴルフ大好き！Ｏ．Ｂ．倶楽部 (I love golf! O.B. Club)	11:00	23:00	Stadium
09/25/2024	バウンティー・ソード BS版 (BS Bounty Sword)	8:00	20:00	Bagpotamia Temple
09/25/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/25/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/26/2024	ＢＳ　Ｆ－ＺＥＲＯ　ＧＰ２	8:00	14:00	Broadcast Station
09/26/2024	ザ・ファイヤーメン (The Firemen)	14:00	20:00	Broadcast Station
09/26/2024	キャメルトリ (Cameltry)	20:00	23:00	Broadcast Station
09/26/2024	フロイドの挑戦状　―　第6号 (Freud's challenge – Vol. 6)	8:00	23:00	News Building
09/26/2024	ファイティング野球 (Fighting Baseball)	11:00	23:00	Stadium
09/26/2024	恋はバランス たとえばＫ君の多忙な一日編 (Love is a balance: Anonymous K-kun's busy day)	8:00	20:00	Bagpotamia Temple
09/26/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/26/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/26/2024	ＢＳドッティ・フラワーズ (BS Dottie Flowers)	8:00	23:00	Robot Tower
09/27/2024	カービィのおもちゃ箱：　パチンコ (Kirby's Toybox: Pachinko)	8:00	11:00	Broadcast Tower
09/27/2024	がんばれゴエモン (The Legend of the Mystical Ninja)	11:00	14:00	Broadcast Tower
09/27/2024	ＢＳマリオペイント (BS Mario Paint)	14:00	17:00	Broadcast Tower
09/27/2024	マリオは行方不明だよ！(Mario is Missing!)	17:00	20:00	Broadcast Tower
09/27/2024	アーケードのベストゲーム：ATARIのコレクション　第1号 (Arcade's Greatest Hits: Atari Collection Vol. 1)	20:00	23:00	Broadcast Tower
09/27/2024	チープｄｅゴージャス　４号 (Cheap de Gorgeous Vol. 4)	8:00	23:00	News Building
09/27/2024	スペシャル・ティー・ショット (Special Tee Shot)	11:00	23:00	Stadium
09/27/2024	ソールブレーダー (Soul Blazer)	8:00	20:00	Bagpotamia Temple
09/27/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Building
09/27/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
09/27/2024	シム蟻 (SimAnt)	8:00	23:00	Telephone Booth
10/02/2024	【放送エラー】 ([BROADCAST ERROR])	8:00	11:00	Broadcast Station
10/02/2024	Ｆ－ＺＥＲＯ	11:00	14:00	Broadcast Station
10/02/2024	Ｌｅｔ’ｓパチンコなんて銀玉１ (Let's Pachinko #1)	14:00	17:00	Broadcast Station
10/02/2024	ハイパーゾーン (HyperZone)	17:00	20:00	Broadcast Station
10/02/2024	ロボコップＶＳ．ターミネーター (RoboCop Vs. Terminator)	20:00	23:00	Broadcast Station
10/02/2024	毎日バスターズ　【６月７】 (Daily Busters [6/7])	8:00	23:00	News Building
10/02/2024	スーパーベーセズローデッド (Super Bases Loaded)	11:00	23:00	Stadium
10/02/2024	ファイナルファンタジーⅣ (Final Fantasy IV)	8:00	20:00	Bagpotamia Temple
10/02/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Shop
10/02/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
10/02/2024	ソニック・ザ・ヘッジホッグ (Sonic The Hedgehog)	8:00	23:00	Robot Tower
10/03/2024	スーパーマリオワルド (Super Mario World)	8:00	14:00	Broadcast Station
10/03/2024	ラッシング・ビート (Rival Turf!)	14:00	20:00	Broadcast Station
10/03/2024	ザ・シンプソンズ：バートの不思議な夢の大冒険 (The Simpsons: Bart's Nightmare)	20:00	23:00	Broadcast Station
10/03/2024	ＢＳ　セント・ギガＰＧ (BS St.GIGA PG)	8:00	23:00	News Building
10/03/2024	スーパーオフロード (Super Off-Road)	11:00	23:00	Stadium
10/03/2024	ウルティマⅦ (Ultima VII)	8:00	20:00	Bagpotamia Temple
10/03/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Calculator Shop
10/03/2024	ＢＳスーパークックド (BS SuperCooked!)	8:00	23:00	Burger Shop
10/03/2024	ＢＳ　Ｆ－ＺＥＲＯ　デラックス (BS F-Zero Deluxe)	8:00	23:00	Robot Tower
10/04/2024	Ｚｏｏっと麻雀！ (Mahjong with the Zoo!)	8:00	11:00	Broadcast Station
10/04/2024	ポップンツインビー (Pop'n Twinbee)	11:00	14:00	Broadcast Station
